satellite,elevation,azimuth,snr,time,network,band
31,25.0,45.0,46.0,50445,Galileo,L1
40,16.0,59.0,48.0,50445,BeiDou,L1
10,16.0,80.0,42.0,50445,BeiDou,L1
7,16.0,69.0,40.0,50445,BeiDou,L1
9,11.0,60.0,42.0,50445,BeiDou,L1
40,16.0,59.0,46.0,50445,BeiDou,L5
7,20.0,65.0,51.0,50446,GPS,L1
8,9.0,31.0,50.0,50446,GPS,L1
8,9.0,31.0,46.0,50446,GPS,L5
31,25.0,45.0,43.0,50446,Galileo,L5
31,25.0,45.0,46.0,50446,Galileo,L1
40,16.0,59.0,48.0,50446,BeiDou,L1
7,16.0,69.0,40.0,50446,BeiDou,L1
10,16.0,80.0,42.0,50446,BeiDou,L1
9,11.0,60.0,42.0,50446,BeiDou,L1
40,16.0,59.0,46.0,50446,BeiDou,L5
7,20.0,65.0,51.0,50447,GPS,L1
8,9.0,31.0,50.0,50447,GPS,L1
8,9.0,31.0,46.0,50447,GPS,L5
31,25.0,45.0,43.0,50447,Galileo,L5
31,25.0,45.0,46.0,50447,Galileo,L1
40,16.0,59.0,48.0,50447,BeiDou,L1
7,16.0,69.0,40.0,50447,BeiDou,L1
10,16.0,80.0,42.0,50447,BeiDou,L1
9,11.0,60.0,41.0,50447,BeiDou,L1
40,16.0,59.0,46.0,50447,BeiDou,L5
7,20.0,65.0,51.0,50448,GPS,L1
8,9.0,31.0,50.0,50448,GPS,L1
8,9.0,31.0,46.0,50448,GPS,L5
31,25.0,45.0,44.0,50448,Galileo,L5
31,25.0,45.0,46.0,50448,Galileo,L1
40,16.0,59.0,48.0,50448,BeiDou,L1
7,16.0,69.0,40.0,50448,BeiDou,L1
10,16.0,80.0,42.0,50448,BeiDou,L1
9,11.0,60.0,42.0,50448,BeiDou,L1
40,16.0,59.0,46.0,50448,BeiDou,L5
7,20.0,65.0,51.0,50449,GPS,L1
8,9.0,31.0,50.0,50449,GPS,L1
8,9.0,31.0,46.0,50449,GPS,L5
31,25.0,45.0,44.0,50449,Galileo,L5
31,25.0,45.0,46.0,50449,Galileo,L1
7,16.0,69.0,40.0,50449,BeiDou,L1
40,16.0,59.0,48.0,50449,BeiDou,L1
10,16.0,80.0,42.0,50449,BeiDou,L1
9,11.0,60.0,43.0,50449,BeiDou,L1
40,16.0,59.0,46.0,50449,BeiDou,L5
7,20.0,65.0,51.0,50450,GPS,L1
8,9.0,31.0,50.0,50450,GPS,L1
8,9.0,31.0,46.0,50450,GPS,L5
31,25.0,45.0,44.0,50450,Galileo,L5
31,25.0,45.0,46.0,50450,Galileo,L1
7,16.0,69.0,40.0,50450,BeiDou,L1
40,16.0,59.0,48.0,50450,BeiDou,L1
10,16.0,80.0,42.0,50450,BeiDou,L1
9,11.0,60.0,43.0,50450,BeiDou,L1
40,16.0,59.0,46.0,50450,BeiDou,L5
7,20.0,65.0,51.0,50451,GPS,L1
8,9.0,31.0,50.0,50451,GPS,L1
8,9.0,31.0,46.0,50451,GPS,L5
31,25.0,45.0,44.0,50451,Galileo,L5
31,25.0,45.0,46.0,50451,Galileo,L1
7,16.0,69.0,40.0,50451,BeiDou,L1
40,16.0,59.0,48.0,50451,BeiDou,L1
10,16.0,80.0,42.0,50451,BeiDou,L1
9,11.0,60.0,43.0,50451,BeiDou,L1
40,16.0,59.0,46.0,50451,BeiDou,L5
7,20.0,65.0,51.0,50452,GPS,L1
8,9.0,31.0,50.0,50452,GPS,L1
8,9.0,31.0,46.0,50452,GPS,L5
31,25.0,45.0,45.0,50452,Galileo,L5
31,25.0,45.0,46.0,50452,Galileo,L1
7,16.0,69.0,41.0,50452,BeiDou,L1
40,16.0,59.0,48.0,50452,BeiDou,L1
10,16.0,80.0,42.0,50452,BeiDou,L1
9,11.0,60.0,43.0,50452,BeiDou,L1
40,16.0,59.0,46.0,50452,BeiDou,L5
7,20.0,65.0,51.0,50453,GPS,L1
8,9.0,31.0,50.0,50453,GPS,L1
8,9.0,31.0,47.0,50453,GPS,L5
31,25.0,45.0,45.0,50453,Galileo,L5
31,25.0,45.0,46.0,50453,Galileo,L1
7,16.0,69.0,41.0,50453,BeiDou,L1
40,16.0,59.0,48.0,50453,BeiDou,L1
10,16.0,80.0,42.0,50453,BeiDou,L1
9,11.0,60.0,43.0,50453,BeiDou,L1
40,16.0,59.0,46.0,50453,BeiDou,L5
7,20.0,65.0,51.0,50454,GPS,L1
8,9.0,31.0,50.0,50454,GPS,L1
8,9.0,31.0,47.0,50454,GPS,L5
31,25.0,45.0,45.0,50454,Galileo,L5
31,25.0,45.0,47.0,50454,Galileo,L1
7,16.0,69.0,42.0,50454,BeiDou,L1
40,16.0,59.0,48.0,50454,BeiDou,L1
10,16.0,80.0,42.0,50454,BeiDou,L1
9,11.0,60.0,42.0,50454,BeiDou,L1
40,16.0,59.0,46.0,50454,BeiDou,L5
7,20.0,65.0,51.0,50455,GPS,L1
8,9.0,31.0,50.0,50455,GPS,L1
8,9.0,31.0,47.0,50455,GPS,L5
31,25.0,45.0,44.0,50455,Galileo,L5
31,25.0,45.0,47.0,50455,Galileo,L1
40,16.0,59.0,48.0,50455,BeiDou,L1
7,16.0,69.0,42.0,50455,BeiDou,L1
10,16.0,80.0,42.0,50455,BeiDou,L1
9,11.0,60.0,43.0,50455,BeiDou,L1
40,16.0,59.0,46.0,50455,BeiDou,L5
7,20.0,65.0,51.0,50456,GPS,L1
8,9.0,31.0,50.0,50456,GPS,L1
8,9.0,31.0,47.0,50456,GPS,L5
31,25.0,45.0,44.0,50456,Galileo,L5
31,25.0,45.0,46.0,50456,Galileo,L1
40,16.0,59.0,48.0,50456,BeiDou,L1
7,16.0,69.0,42.0,50456,BeiDou,L1
10,16.0,80.0,42.0,50456,BeiDou,L1
9,11.0,60.0,43.0,50456,BeiDou,L1
40,16.0,59.0,46.0,50456,BeiDou,L5
7,20.0,65.0,51.0,50457,GPS,L1
8,9.0,31.0,50.0,50457,GPS,L1
8,9.0,31.0,47.0,50457,GPS,L5
31,25.0,45.0,44.0,50457,Galileo,L5
31,25.0,45.0,46.0,50457,Galileo,L1
40,16.0,59.0,48.0,50457,BeiDou,L1
7,16.0,69.0,41.0,50457,BeiDou,L1
10,16.0,80.0,42.0,50457,BeiDou,L1
9,11.0,60.0,43.0,50457,BeiDou,L1
40,16.0,59.0,46.0,50457,BeiDou,L5
7,20.0,65.0,51.0,50458,GPS,L1
8,9.0,31.0,50.0,50458,GPS,L1
8,9.0,31.0,47.0,50458,GPS,L5
31,25.0,45.0,44.0,50458,Galileo,L5
31,25.0,45.0,46.0,50458,Galileo,L1
40,16.0,59.0,48.0,50458,BeiDou,L1
7,16.0,69.0,41.0,50458,BeiDou,L1
10,16.0,80.0,42.0,50458,BeiDou,L1
9,11.0,60.0,43.0,50458,BeiDou,L1
40,16.0,59.0,46.0,50458,BeiDou,L5
7,20.0,65.0,51.0,50459,GPS,L1
8,9.0,31.0,50.0,50459,GPS,L1
8,9.0,31.0,47.0,50459,GPS,L5
31,25.0,45.0,43.0,50459,Galileo,L5
31,25.0,45.0,46.0,50459,Galileo,L1
40,16.0,59.0,48.0,50459,BeiDou,L1
10,16.0,80.0,42.0,50459,BeiDou,L1
7,16.0,69.0,41.0,50459,BeiDou,L1
9,11.0,60.0,43.0,50459,BeiDou,L1
40,16.0,59.0,46.0,50459,BeiDou,L5
7,20.0,65.0,51.0,50460,GPS,L1
8,9.0,31.0,50.0,50460,GPS,L1
8,9.0,31.0,48.0,50460,GPS,L5
31,25.0,45.0,43.0,50460,Galileo,L5
31,25.0,45.0,46.0,50460,Galileo,L1
40,16.0,59.0,48.0,50460,BeiDou,L1
10,16.0,80.0,42.0,50460,BeiDou,L1
7,16.0,69.0,40.0,50460,BeiDou,L1
9,11.0,60.0,43.0,50460,BeiDou,L1
40,16.0,59.0,46.0,50460,BeiDou,L5
7,20.0,65.0,51.0,50461,GPS,L1
8,9.0,31.0,50.0,50461,GPS,L1
8,9.0,31.0,47.0,50461,GPS,L5
31,25.0,45.0,43.0,50461,Galileo,L5
31,25.0,45.0,47.0,50461,Galileo,L1
40,16.0,59.0,48.0,50461,BeiDou,L1
10,16.0,80.0,42.0,50461,BeiDou,L1
7,16.0,69.0,40.0,50461,BeiDou,L1
9,11.0,60.0,42.0,50461,BeiDou,L1
40,16.0,59.0,46.0,50461,BeiDou,L5
7,20.0,65.0,51.0,50462,GPS,L1
8,9.0,31.0,50.0,50462,GPS,L1
8,9.0,31.0,47.0,50462,GPS,L5
31,25.0,45.0,43.0,50462,Galileo,L5
31,25.0,45.0,47.0,50462,Galileo,L1
40,16.0,59.0,48.0,50462,BeiDou,L1
10,16.0,80.0,42.0,50462,BeiDou,L1
7,16.0,69.0,41.0,50462,BeiDou,L1
9,11.0,60.0,43.0,50462,BeiDou,L1
40,16.0,59.0,46.0,50462,BeiDou,L5
7,20.0,65.0,51.0,50463,GPS,L1
8,9.0,31.0,50.0,50463,GPS,L1
8,9.0,31.0,47.0,50463,GPS,L5
31,25.0,45.0,43.0,50463,Galileo,L5
31,25.0,45.0,47.0,50463,Galileo,L1
7,16.0,69.0,41.0,50463,BeiDou,L1
40,16.0,59.0,48.0,50463,BeiDou,L1
10,16.0,80.0,42.0,50463,BeiDou,L1
9,11.0,60.0,42.0,50463,BeiDou,L1
40,16.0,59.0,46.0,50463,BeiDou,L5
7,20.0,65.0,51.0,50464,GPS,L1
8,9.0,31.0,50.0,50464,GPS,L1
8,9.0,31.0,47.0,50464,GPS,L5
31,25.0,45.0,43.0,50464,Galileo,L5
31,25.0,45.0,47.0,50464,Galileo,L1
40,16.0,59.0,48.0,50464,BeiDou,L1
10,16.0,80.0,42.0,50464,BeiDou,L1
7,16.0,69.0,41.0,50464,BeiDou,L1
9,11.0,60.0,42.0,50464,BeiDou,L1
40,16.0,59.0,46.0,50464,BeiDou,L5
7,20.0,65.0,51.0,50465,GPS,L1
8,9.0,31.0,50.0,50465,GPS,L1
8,9.0,31.0,47.0,50465,GPS,L5
31,25.0,45.0,44.0,50465,Galileo,L5
31,25.0,45.0,47.0,50465,Galileo,L1
40,16.0,59.0,48.0,50465,BeiDou,L1
10,16.0,80.0,42.0,50465,BeiDou,L1
7,16.0,69.0,41.0,50465,BeiDou,L1
9,11.0,60.0,42.0,50465,BeiDou,L1
40,16.0,59.0,46.0,50465,BeiDou,L5
7,20.0,65.0,51.0,50466,GPS,L1
8,9.0,31.0,50.0,50466,GPS,L1
8,9.0,31.0,47.0,50466,GPS,L5
31,25.0,45.0,44.0,50466,Galileo,L5
31,25.0,45.0,47.0,50466,Galileo,L1
40,16.0,59.0,48.0,50466,BeiDou,L1
10,16.0,80.0,42.0,50466,BeiDou,L1
7,16.0,69.0,41.0,50466,BeiDou,L1
9,11.0,60.0,43.0,50466,BeiDou,L1
40,16.0,59.0,47.0,50466,BeiDou,L5
7,20.0,65.0,51.0,50467,GPS,L1
8,9.0,31.0,50.0,50467,GPS,L1
8,9.0,31.0,47.0,50467,GPS,L5
31,25.0,45.0,44.0,50467,Galileo,L5
31,25.0,45.0,47.0,50467,Galileo,L1
7,16.0,69.0,41.0,50467,BeiDou,L1
40,16.0,59.0,48.0,50467,BeiDou,L1
10,16.0,80.0,42.0,50467,BeiDou,L1
9,11.0,60.0,43.0,50467,BeiDou,L1
40,16.0,59.0,47.0,50467,BeiDou,L5
7,20.0,65.0,51.0,50468,GPS,L1
8,9.0,31.0,50.0,50468,GPS,L1
8,9.0,31.0,47.0,50468,GPS,L5
31,25.0,45.0,45.0,50468,Galileo,L5
31,25.0,45.0,47.0,50468,Galileo,L1
7,16.0,69.0,42.0,50468,BeiDou,L1
40,16.0,59.0,48.0,50468,BeiDou,L1
10,16.0,80.0,41.0,50468,BeiDou,L1
9,11.0,60.0,43.0,50468,BeiDou,L1
40,16.0,59.0,47.0,50468,BeiDou,L5
7,20.0,65.0,51.0,50469,GPS,L1
8,9.0,31.0,50.0,50469,GPS,L1
8,9.0,31.0,47.0,50469,GPS,L5
31,25.0,45.0,45.0,50469,Galileo,L5
31,25.0,45.0,47.0,50469,Galileo,L1
7,16.0,69.0,42.0,50469,BeiDou,L1
40,16.0,59.0,48.0,50469,BeiDou,L1
10,16.0,80.0,41.0,50469,BeiDou,L1
9,11.0,60.0,44.0,50469,BeiDou,L1
40,16.0,59.0,47.0,50469,BeiDou,L5
7,20.0,65.0,51.0,50470,GPS,L1
8,9.0,31.0,50.0,50470,GPS,L1
8,9.0,31.0,47.0,50470,GPS,L5
31,25.0,45.0,45.0,50470,Galileo,L5
31,25.0,45.0,47.0,50470,Galileo,L1
7,16.0,69.0,42.0,50470,BeiDou,L1
40,16.0,59.0,48.0,50470,BeiDou,L1
10,16.0,80.0,41.0,50470,BeiDou,L1
9,11.0,60.0,44.0,50470,BeiDou,L1
40,16.0,59.0,47.0,50470,BeiDou,L5
7,20.0,65.0,51.0,50471,GPS,L1
8,9.0,31.0,50.0,50471,GPS,L1
8,9.0,31.0,47.0,50471,GPS,L5
31,25.0,45.0,45.0,50471,Galileo,L5
31,25.0,45.0,47.0,50471,Galileo,L1
40,16.0,59.0,48.0,50471,BeiDou,L1
7,16.0,69.0,42.0,50471,BeiDou,L1
10,16.0,80.0,41.0,50471,BeiDou,L1
9,11.0,60.0,44.0,50471,BeiDou,L1
40,16.0,59.0,47.0,50471,BeiDou,L5
7,20.0,65.0,51.0,50472,GPS,L1
8,9.0,31.0,50.0,50472,GPS,L1
8,9.0,31.0,47.0,50472,GPS,L5
31,25.0,45.0,44.0,50472,Galileo,L5
31,25.0,45.0,47.0,50472,Galileo,L1
40,16.0,59.0,48.0,50472,BeiDou,L1
7,16.0,69.0,42.0,50472,BeiDou,L1
10,16.0,80.0,41.0,50472,BeiDou,L1
9,11.0,60.0,44.0,50472,BeiDou,L1
40,16.0,59.0,47.0,50472,BeiDou,L5
7,20.0,65.0,51.0,50473,GPS,L1
8,9.0,31.0,50.0,50473,GPS,L1
8,9.0,31.0,47.0,50473,GPS,L5
31,25.0,45.0,44.0,50473,Galileo,L5
31,25.0,45.0,47.0,50473,Galileo,L1
40,16.0,59.0,48.0,50473,BeiDou,L1
10,16.0,80.0,41.0,50473,BeiDou,L1
7,16.0,69.0,42.0,50473,BeiDou,L1
9,11.0,60.0,44.0,50473,BeiDou,L1
40,16.0,59.0,47.0,50473,BeiDou,L5
7,20.0,65.0,51.0,50474,GPS,L1
8,9.0,31.0,50.0,50474,GPS,L1
8,9.0,31.0,47.0,50474,GPS,L5
31,25.0,45.0,45.0,50474,Galileo,L5
31,25.0,45.0,47.0,50474,Galileo,L1
40,16.0,59.0,48.0,50474,BeiDou,L1
10,16.0,80.0,41.0,50474,BeiDou,L1
7,16.0,69.0,41.0,50474,BeiDou,L1
9,11.0,60.0,44.0,50474,BeiDou,L1
40,16.0,59.0,47.0,50474,BeiDou,L5
7,20.0,65.0,51.0,50475,GPS,L1
8,9.0,31.0,50.0,50475,GPS,L1
8,9.0,31.0,47.0,50475,GPS,L5
31,25.0,45.0,44.0,50475,Galileo,L5
31,25.0,45.0,47.0,50475,Galileo,L1
40,16.0,59.0,48.0,50475,BeiDou,L1
10,16.0,80.0,41.0,50475,BeiDou,L1
7,16.0,69.0,42.0,50475,BeiDou,L1
9,11.0,60.0,44.0,50475,BeiDou,L1
40,16.0,59.0,47.0,50475,BeiDou,L5
7,20.0,65.0,51.0,50476,GPS,L1
8,9.0,31.0,50.0,50476,GPS,L1
8,9.0,31.0,47.0,50476,GPS,L5
31,25.0,45.0,44.0,50476,Galileo,L5
31,25.0,45.0,47.0,50476,Galileo,L1
7,16.0,69.0,42.0,50476,BeiDou,L1
40,16.0,59.0,48.0,50476,BeiDou,L1
10,16.0,80.0,41.0,50476,BeiDou,L1
9,11.0,60.0,44.0,50476,BeiDou,L1
40,16.0,59.0,47.0,50476,BeiDou,L5
7,20.0,65.0,51.0,50477,GPS,L1
8,9.0,31.0,50.0,50477,GPS,L1
8,9.0,31.0,47.0,50477,GPS,L5
31,25.0,45.0,44.0,50477,Galileo,L5
31,25.0,45.0,47.0,50477,Galileo,L1
40,16.0,59.0,48.0,50477,BeiDou,L1
7,16.0,69.0,42.0,50477,BeiDou,L1
10,16.0,80.0,41.0,50477,BeiDou,L1
9,11.0,60.0,44.0,50477,BeiDou,L1
40,16.0,59.0,47.0,50477,BeiDou,L5
7,20.0,65.0,51.0,50478,GPS,L1
8,9.0,31.0,50.0,50478,GPS,L1
8,9.0,31.0,47.0,50478,GPS,L5
31,25.0,45.0,44.0,50478,Galileo,L5
31,25.0,45.0,47.0,50478,Galileo,L1
40,16.0,59.0,48.0,50478,BeiDou,L1
7,16.0,69.0,42.0,50478,BeiDou,L1
10,16.0,80.0,41.0,50478,BeiDou,L1
9,11.0,60.0,44.0,50478,BeiDou,L1
40,16.0,59.0,47.0,50478,BeiDou,L5
7,20.0,65.0,51.0,50479,GPS,L1
8,9.0,31.0,50.0,50479,GPS,L1
8,9.0,31.0,47.0,50479,GPS,L5
31,25.0,45.0,45.0,50479,Galileo,L5
31,25.0,45.0,47.0,50479,Galileo,L1
7,16.0,69.0,42.0,50479,BeiDou,L1
40,16.0,59.0,48.0,50479,BeiDou,L1
10,16.0,80.0,42.0,50479,BeiDou,L1
9,11.0,60.0,43.0,50479,BeiDou,L1
40,16.0,59.0,47.0,50479,BeiDou,L5
7,20.0,65.0,51.0,50480,GPS,L1
8,9.0,31.0,50.0,50480,GPS,L1
8,9.0,31.0,47.0,50480,GPS,L5
31,25.0,45.0,45.0,50480,Galileo,L5
31,25.0,45.0,47.0,50480,Galileo,L1
7,16.0,69.0,42.0,50480,BeiDou,L1
40,16.0,59.0,48.0,50480,BeiDou,L1
10,16.0,80.0,42.0,50480,BeiDou,L1
9,11.0,60.0,43.0,50480,BeiDou,L1
40,16.0,59.0,47.0,50480,BeiDou,L5
7,20.0,65.0,51.0,50481,GPS,L1
8,9.0,31.0,50.0,50481,GPS,L1
8,9.0,31.0,47.0,50481,GPS,L5
31,25.0,45.0,46.0,50481,Galileo,L5
31,25.0,45.0,47.0,50481,Galileo,L1
7,16.0,69.0,42.0,50481,BeiDou,L1
40,16.0,59.0,48.0,50481,BeiDou,L1
10,16.0,80.0,41.0,50481,BeiDou,L1
9,11.0,60.0,43.0,50481,BeiDou,L1
40,16.0,59.0,47.0,50481,BeiDou,L5
7,20.0,65.0,51.0,50482,GPS,L1
8,9.0,31.0,50.0,50482,GPS,L1
8,9.0,31.0,47.0,50482,GPS,L5
31,25.0,45.0,47.0,50482,Galileo,L5
31,25.0,45.0,47.0,50482,Galileo,L1
7,16.0,69.0,42.0,50482,BeiDou,L1
40,16.0,59.0,48.0,50482,BeiDou,L1
10,16.0,80.0,41.0,50482,BeiDou,L1
9,11.0,60.0,43.0,50482,BeiDou,L1
40,16.0,59.0,47.0,50482,BeiDou,L5
7,20.0,65.0,51.0,50483,GPS,L1
8,9.0,31.0,50.0,50483,GPS,L1
8,9.0,31.0,47.0,50483,GPS,L5
31,25.0,45.0,46.0,50483,Galileo,L5
31,25.0,45.0,48.0,50483,Galileo,L1
7,16.0,69.0,42.0,50483,BeiDou,L1
40,16.0,59.0,48.0,50483,BeiDou,L1
10,16.0,80.0,41.0,50483,BeiDou,L1
9,11.0,60.0,43.0,50483,BeiDou,L1
40,16.0,59.0,47.0,50483,BeiDou,L5
7,20.0,65.0,51.0,50484,GPS,L1
8,9.0,31.0,50.0,50484,GPS,L1
8,9.0,31.0,47.0,50484,GPS,L5
31,25.0,45.0,45.0,50484,Galileo,L5
31,25.0,45.0,48.0,50484,Galileo,L1
7,16.0,69.0,42.0,50484,BeiDou,L1
40,16.0,59.0,48.0,50484,BeiDou,L1
10,16.0,80.0,41.0,50484,BeiDou,L1
9,11.0,60.0,43.0,50484,BeiDou,L1
40,16.0,59.0,47.0,50484,BeiDou,L5
7,20.0,65.0,51.0,50485,GPS,L1
8,9.0,31.0,50.0,50485,GPS,L1
8,9.0,31.0,47.0,50485,GPS,L5
31,25.0,45.0,45.0,50485,Galileo,L5
31,25.0,45.0,48.0,50485,Galileo,L1
7,16.0,69.0,42.0,50485,BeiDou,L1
40,16.0,59.0,48.0,50485,BeiDou,L1
10,16.0,80.0,40.0,50485,BeiDou,L1
9,11.0,60.0,43.0,50485,BeiDou,L1
40,16.0,59.0,47.0,50485,BeiDou,L5
7,20.0,65.0,51.0,50486,GPS,L1
8,9.0,31.0,50.0,50486,GPS,L1
8,9.0,31.0,47.0,50486,GPS,L5
31,25.0,45.0,45.0,50486,Galileo,L5
31,25.0,45.0,48.0,50486,Galileo,L1
7,16.0,69.0,42.0,50486,BeiDou,L1
40,16.0,59.0,48.0,50486,BeiDou,L1
10,16.0,80.0,40.0,50486,BeiDou,L1
9,11.0,60.0,44.0,50486,BeiDou,L1
40,16.0,59.0,47.0,50486,BeiDou,L5
7,20.0,65.0,51.0,50487,GPS,L1
8,9.0,31.0,50.0,50487,GPS,L1
8,9.0,31.0,47.0,50487,GPS,L5
31,25.0,45.0,45.0,50487,Galileo,L5
31,25.0,45.0,48.0,50487,Galileo,L1
7,16.0,69.0,42.0,50487,BeiDou,L1
40,16.0,59.0,48.0,50487,BeiDou,L1
10,16.0,80.0,40.0,50487,BeiDou,L1
9,11.0,60.0,44.0,50487,BeiDou,L1
40,16.0,59.0,47.0,50487,BeiDou,L5
7,20.0,65.0,51.0,50488,GPS,L1
8,9.0,31.0,50.0,50488,GPS,L1
8,9.0,31.0,47.0,50488,GPS,L5
31,25.0,45.0,46.0,50488,Galileo,L5
31,25.0,45.0,48.0,50488,Galileo,L1
40,16.0,59.0,48.0,50488,BeiDou,L1
7,16.0,69.0,42.0,50488,BeiDou,L1
10,16.0,80.0,40.0,50488,BeiDou,L1
9,11.0,60.0,44.0,50488,BeiDou,L1
40,16.0,59.0,47.0,50488,BeiDou,L5
7,20.0,65.0,51.0,50489,GPS,L1
8,9.0,31.0,50.0,50489,GPS,L1
8,9.0,31.0,47.0,50489,GPS,L5
31,25.0,45.0,46.0,50489,Galileo,L5
31,25.0,45.0,48.0,50489,Galileo,L1
40,16.0,59.0,48.0,50489,BeiDou,L1
7,16.0,69.0,42.0,50489,BeiDou,L1
10,16.0,80.0,40.0,50489,BeiDou,L1
9,11.0,60.0,44.0,50489,BeiDou,L1
40,16.0,59.0,47.0,50489,BeiDou,L5
7,19.0,65.0,51.0,50490,GPS,L1
8,9.0,31.0,50.0,50490,GPS,L1
8,9.0,31.0,47.0,50490,GPS,L5
31,25.0,45.0,45.0,50490,Galileo,L5
31,25.0,45.0,48.0,50490,Galileo,L1
40,16.0,59.0,48.0,50490,BeiDou,L1
7,16.0,69.0,42.0,50490,BeiDou,L1
10,16.0,80.0,39.0,50490,BeiDou,L1
9,11.0,60.0,44.0,50490,BeiDou,L1
40,16.0,59.0,47.0,50490,BeiDou,L5
7,19.0,65.0,51.0,50491,GPS,L1
8,9.0,30.0,50.0,50491,GPS,L1
8,9.0,30.0,47.0,50491,GPS,L5
31,25.0,45.0,45.0,50491,Galileo,L5
31,25.0,45.0,48.0,50491,Galileo,L1
40,16.0,59.0,48.0,50491,BeiDou,L1
7,16.0,69.0,43.0,50491,BeiDou,L1
10,16.0,80.0,39.0,50491,BeiDou,L1
9,11.0,60.0,44.0,50491,BeiDou,L1
40,16.0,59.0,47.0,50491,BeiDou,L5
7,19.0,65.0,51.0,50492,GPS,L1
8,9.0,30.0,50.0,50492,GPS,L1
8,9.0,30.0,47.0,50492,GPS,L5
31,25.0,45.0,45.0,50492,Galileo,L5
31,25.0,45.0,48.0,50492,Galileo,L1
40,16.0,59.0,48.0,50492,BeiDou,L1
7,16.0,69.0,43.0,50492,BeiDou,L1
10,16.0,80.0,40.0,50492,BeiDou,L1
9,11.0,60.0,44.0,50492,BeiDou,L1
40,16.0,59.0,47.0,50492,BeiDou,L5
7,19.0,65.0,51.0,50493,GPS,L1
8,9.0,30.0,50.0,50493,GPS,L1
8,9.0,30.0,47.0,50493,GPS,L5
31,25.0,45.0,45.0,50493,Galileo,L5
31,25.0,45.0,48.0,50493,Galileo,L1
7,16.0,69.0,43.0,50493,BeiDou,L1
40,16.0,59.0,48.0,50493,BeiDou,L1
10,16.0,80.0,40.0,50493,BeiDou,L1
9,11.0,60.0,44.0,50493,BeiDou,L1
40,16.0,59.0,47.0,50493,BeiDou,L5
7,19.0,65.0,51.0,50494,GPS,L1
8,9.0,30.0,50.0,50494,GPS,L1
8,9.0,30.0,47.0,50494,GPS,L5
31,25.0,45.0,46.0,50494,Galileo,L5
31,25.0,45.0,48.0,50494,Galileo,L1
7,16.0,69.0,43.0,50494,BeiDou,L1
40,16.0,59.0,48.0,50494,BeiDou,L1
10,16.0,80.0,40.0,50494,BeiDou,L1
9,11.0,60.0,44.0,50494,BeiDou,L1
40,16.0,59.0,47.0,50494,BeiDou,L5
7,19.0,65.0,51.0,50495,GPS,L1
8,9.0,30.0,50.0,50495,GPS,L1
8,9.0,30.0,47.0,50495,GPS,L5
31,25.0,45.0,46.0,50495,Galileo,L5
31,25.0,45.0,48.0,50495,Galileo,L1
7,16.0,69.0,43.0,50495,BeiDou,L1
40,16.0,59.0,48.0,50495,BeiDou,L1
10,16.0,80.0,40.0,50495,BeiDou,L1
9,11.0,60.0,44.0,50495,BeiDou,L1
40,16.0,59.0,47.0,50495,BeiDou,L5
7,19.0,65.0,51.0,50496,GPS,L1
8,9.0,30.0,50.0,50496,GPS,L1
8,9.0,30.0,47.0,50496,GPS,L5
31,25.0,45.0,46.0,50496,Galileo,L5
31,25.0,45.0,48.0,50496,Galileo,L1
7,16.0,69.0,44.0,50496,BeiDou,L1
40,16.0,59.0,48.0,50496,BeiDou,L1
10,16.0,80.0,40.0,50496,BeiDou,L1
9,11.0,60.0,44.0,50496,BeiDou,L1
40,16.0,59.0,47.0,50496,BeiDou,L5
7,19.0,65.0,51.0,50497,GPS,L1
8,9.0,30.0,50.0,50497,GPS,L1
8,9.0,30.0,47.0,50497,GPS,L5
31,25.0,45.0,46.0,50497,Galileo,L5
31,25.0,45.0,48.0,50497,Galileo,L1
7,16.0,69.0,43.0,50497,BeiDou,L1
40,16.0,59.0,48.0,50497,BeiDou,L1
10,16.0,80.0,40.0,50497,BeiDou,L1
9,11.0,60.0,44.0,50497,BeiDou,L1
40,16.0,59.0,47.0,50497,BeiDou,L5
7,19.0,65.0,51.0,50498,GPS,L1
8,9.0,30.0,50.0,50498,GPS,L1
8,9.0,30.0,47.0,50498,GPS,L5
31,25.0,45.0,46.0,50498,Galileo,L5
31,25.0,45.0,48.0,50498,Galileo,L1
40,16.0,59.0,48.0,50498,BeiDou,L1
7,16.0,69.0,43.0,50498,BeiDou,L1
10,16.0,80.0,40.0,50498,BeiDou,L1
9,11.0,60.0,44.0,50498,BeiDou,L1
40,16.0,59.0,47.0,50498,BeiDou,L5
7,19.0,65.0,51.0,50499,GPS,L1
8,9.0,30.0,50.0,50499,GPS,L1
8,9.0,30.0,47.0,50499,GPS,L5
31,25.0,45.0,46.0,50499,Galileo,L5
31,25.0,45.0,48.0,50499,Galileo,L1
40,16.0,59.0,48.0,50499,BeiDou,L1
7,16.0,69.0,43.0,50499,BeiDou,L1
10,16.0,80.0,40.0,50499,BeiDou,L1
9,11.0,60.0,44.0,50499,BeiDou,L1
40,16.0,59.0,47.0,50499,BeiDou,L5
7,19.0,65.0,51.0,50500,GPS,L1
8,9.0,30.0,50.0,50500,GPS,L1
8,9.0,30.0,47.0,50500,GPS,L5
31,25.0,45.0,47.0,50500,Galileo,L5
31,25.0,45.0,48.0,50500,Galileo,L1
40,16.0,59.0,48.0,50500,BeiDou,L1
7,16.0,69.0,43.0,50500,BeiDou,L1
10,16.0,80.0,40.0,50500,BeiDou,L1
